166,178,-2147436606,-2147436505,111,492
234,248,-2147436505,-2147436414,111,493
258,264,-2147436414,-2147436325,111,494
267,274,-2147436325,-2147436240,111,495
289,294,-2147436240,-2147436181,111,496
397,411,-2147436181,-2147436103,111,497
414,423,-2147436103,-2147436042,111,498
442,448,-2147436042,-2147435981,111,499
451,457,-2147435981,-2147435920,111,500
460,473,-2147435920,-2147435820,111,501
518,526,-2147435820,-2147435761,111,502
529,536,-2147435761,-2147435708,111,503
655,669,-2147435708,-2147435630,111,504
672,678,-2147435630,-2147435564,111,505
681,690,-2147435564,-2147435511,111,506
715,726,-2147435511,-2147435455,111,507
747,757,-2147435455,-2147435404,111,508
770,777,-2147435404,-2147435348,111,509
789,802,-2147435348,-2147435262,111,510
75,88,-2147435262,-2147435146,112,511
91,102,-2147435146,-2147435066,112,512
105,117,-2147435066,-2147434996,112,513
120,137,-2147434996,-2147434918,112,514
140,155,-2147434918,-2147434855,112,515
158,174,-2147434855,-2147434777,112,516
177,185,-2147434777,-2147434726,112,517
44,51,-2147434726,-2147434663,114,518
54,62,-2147434663,-2147434591,114,519
65,74,-2147434591,-2147434517,114,520
166,175,-2147434517,-2147434463,115,521
178,193,-2147434463,-2147434381,115,522
196,208,-2147434381,-2147434273,115,523
211,224,-2147434273,-2147434208,115,524
377,389,-2147434208,-2147434157,115,525
568,581,-2147434157,-2147434098,115,526
584,604,-2147434098,-2147434026,115,527
607,618,-2147434026,-2147433969,115,528
622,644,-2147433969,-2147433880,115,529
647,659,-2147433880,-2147433816,115,530
663,678,-2147433816,-2147433746,115,531
682,697,-2147433746,-2147433676,115,532
701,714,-2147433676,-2147433620,115,533
718,731,-2147433620,-2147433564,115,534
750,768,-2147433564,-2147433501,115,535
781,792,-2147433501,-2147433442,115,536
809,826,-2147433442,-2147433284,115,537
829,844,-2147433284,-2147433173,115,538
847,869,-2147433173,-2147432974,115,539
872,887,-2147432974,-2147432855,115,540
890,906,-2147432855,-2147432706,115,541
909,919,-2147432706,-2147432654,115,542
922,932,-2147432654,-2147432604,115,543
990,998,-2147432604,-2147432529,115,544
71,90,-2147432529,-2147432381,116,545
93,113,-2147432381,-2147432249,116,546
116,130,-2147432249,-2147432125,116,547
59,89,-2147432125,-2147432012,117,548
92,124,-2147432012,-2147431879,117,549
127,135,-2147431879,-2147431827,117,550
138,148,-2147431827,-2147431768,117,551
151,169,-2147431768,-2147431682,117,552
172,181,-2147431682,-2147431625,117,553
184,197,-2147431625,-2147431564,117,554
200,212,-2147431564,-2147431475,117,555
215,243,-2147431475,-2147431338,117,556
246,254,-2147431338,-2147431272,117,557
257,272,-2147431272,-2147431165,117,558
278,284,-2147431165,-2147431115,117,559
50,55,-2147431115,-2147431065,118,560
58,66,-2147431065,-2147431001,118,561
69,75,-2147431001,-2147430944,118,562
78,83,-2147430944,-2147430879,118,563
49,55,-2147430879,-2147430811,119,564
58,64,-2147430811,-2147430743,119,565
67,76,-2147430743,-2147430644,119,566
80,95,-2147430644,-2147430539,120,567
98,106,-2147430539,-2147430487,120,568
119,132,-2147430487,-2147430437,120,569
134,151,-2147430437,-2147430336,120,570
40,47,-2147430336,-2147430285,122,571
50,57,-2147430285,-2147430234,122,572
60,68,-2147430234,-2147430170,122,573
121,130,-2147430170,-2147430109,122,574
157,173,-2147430109,-2147430057,122,575
177,198,-2147430057,-2147429983,122,576
112,126,-2147429983,-2147429893,123,577
129,137,-2147429893,-2147429837,123,578
140,156,-2147429837,-2147429737,123,579
159,175,-2147429737,-2147429637,123,580
178,187,-2147429637,-2147429569,123,581
190,203,-2147429569,-2147429496,123,582
206,218,-2147429496,-2147429432,123,583
221,236,-2147429432,-2147429344,123,584
253,265,-2147429344,-2147429280,123,585
268,283,-2147429280,-2147429192,123,586
300,307,-2147429192,-2147429138,123,587
310,317,-2147429138,-2147429085,123,588
320,327,-2147429085,-2147429032,123,589
330,340,-2147429032,-2147428959,123,590
343,351,-2147428959,-2147428905,123,591
354,370,-2147428905,-2147428777,123,592
373,386,-2147428777,-2147428676,123,593
389,401,-2147428676,-2147428583,123,594
404,416,-2147428583,-2147428490,123,595
419,436,-2147428490,-2147428382,123,596
439,451,-2147428382,-2147428289,123,597
454,465,-2147428289,-2147428208,123,598
468,477,-2147428208,-2147428131,123,599
480,488,-2147428131,-2147428073,123,600
542,547,-2147428073,-2147428014,123,601
550,565,-2147428014,-2147427800,123,602
568,578,-2147427800,-2147427739,123,603
581,587,-2147427739,-2147427686,123,604
601,610,-2147427686,-2147427606,123,605
613,622,-2147427606,-2147427549,123,606
625,634,-2147427549,-2147427492,123,607
637,645,-2147427492,-2147427433,123,608
648,661,-2147427433,-2147427361,123,609
664,677,-2147427361,-2147427289,123,610
680,689,-2147427289,-2147427223,123,611
692,698,-2147427223,-2147427153,123,612
701,708,-2147427153,-2147427089,123,613
728,751,-2147427089,-2147426923,123,614
754,773,-2147426923,-2147426794,123,615
776,794,-2147426794,-2147426668,123,616
797,815,-2147426668,-2147426542,123,617
818,836,-2147426542,-2147426418,123,618
839,860,-2147426418,-2147426295,123,619
863,884,-2147426295,-2147426172,123,620
888,896,-2147426172,-2147426121,123,621
900,908,-2147426121,-2147426070,123,622
911,917,-2147426070,-2147426002,123,623
920,929,-2147426002,-2147425928,123,624
932,939,-2147425928,-2147425873,123,625
942,959,-2147425873,-2147425793,123,626
962,977,-2147425793,-2147425706,123,627
980,1007,-2147425706,-2147425547,123,628
1010,1029,-2147425547,-2147425459,123,629
1032,1041,-2147425459,-2147425365,123,630
1046,1053,-2147425365,-2147425310,123,631
1056,1067,-2147425310,-2147425236,123,632
1070,1085,-2147425236,-2147425148,123,633
1088,1103,-2147425148,-2147425060,123,634
1106,1123,-2147425060,-2147424972,123,635
1134,1141,-2147424972,-2147424908,123,636
1146,1153,-2147424908,-2147424853,123,637
1155,1170,-2147424853,-2147424737,123,638
1172,1187,-2147424737,-2147424621,123,639
1190,1203,-2147424621,-2147424445,123,640
1206,1215,-2147424445,-2147424370,123,641
1218,1227,-2147424370,-2147424291,123,642
1230,1239,-2147424291,-2147424205,123,643
1242,1250,-2147424205,-2147424129,123,644
1275,1286,-2147424129,-2147424076,123,645
39,45,-2147424076,-2147424023,124,646
48,56,-2147424023,-2147423955,124,647
59,67,-2147423955,-2147423881,124,648
70,80,-2147423881,-2147423792,124,649
101,108,-2147423792,-2147423738,124,650
31,44,-2147423738,-2147423661,125,651
47,68,-2147423661,-2147423528,125,652
29,51,-2147423528,-2147423433,126,653
54,70,-2147423433,-2147423361,126,654
53,63,-2147423361,-2147423308,127,655
28,36,-2147423308,-2147423236,128,656
39,47,-2147423236,-2147423164,128,657
45,54,-2147423164,-2147423047,131,658
78,83,-2147423047,-2147422994,131,659
37,51,-2147422994,-2147422906,132,660
54,70,-2147422906,-2147422817,132,661
32,36,-2147422817,-2147422765,133,662
39,50,-2147422765,-2147422688,133,663
53,68,-2147422688,-2147422587,133,664
71,90,-2147422587,-2147422484,133,665
93,101,-2147422484,-2147422388,133,666
33,60,-2147422388,-2147422119,134,667
63,73,-2147422119,-2147422022,134,668
40,49,-2147422022,-2147421963,135,669
59,67,-2147421963,-2147421871,135,670
70,81,-2147421871,-2147421777,135,671
84,93,-2147421777,-2147421684,135,672
96,110,-2147421684,-2147421551,135,673
36,44,-2147421551,-2147421468,136,674
47,66,-2147421468,-2147421332,136,675
69,98,-2147421332,-2147421173,136,676
42,53,-2147421173,-2147421109,137,677
56,68,-2147421109,-2147421043,137,678
27,43,-2147421043,-2147420910,138,679
27,32,-2147420910,-2147420841,139,680
35,40,-2147420841,-2147420777,139,681
43,48,-2147420777,-2147420689,139,682
28,43,-2147420689,-2147420604,140,683
29,41,-2147420604,-2147420534,141,684
44,56,-2147420534,-2147420464,141,685
59,71,-2147420464,-2147420394,141,686
46,51,-2147420394,-2147420344,142,687
54,62,-2147420344,-2147420276,144,688
31,38,-2147420276,-2147420204,145,689
41,48,-2147420204,-2147420145,145,690
51,58,-2147420145,-2147420077,145,691
61,68,-2147420077,-2147420009,145,692
71,78,-2147420009,-2147419941,145,693
81,88,-2147419941,-2147419875,145,694
62,73,-2147419875,-2147419784,147,695
76,87,-2147419784,-2147419692,147,696
